text_to_annotate,Hate_pos,Disagree
Identity theft in the US is a problem existing almost entirely on account of illegal aliens. Several years ago I found the correlation between ID theft rate and foreign-born population percentage to correlate at a staggering .75 at the state level https://anepigone.blogspot.com/2008/06/more-immigr...,0.5,1
Dan Bongino LEVELS lib gun control narrative ,0,0
"RT @PrisonPlanet: Five alleged Muslim extremists accused of training children to carry out school shootings were released on bond after their attorney complained that the men were only being targeted because they’re “black and Muslim,” as opposed to “white and Christian.” https://kek.gg/u/VYgR",0.5,1
"You're right, I didn't mean to come off as argumentative. ",0,0
Which of these do you think multiple #FakeNews mainstream media outlets will provide a story on during prime time?,0,0
Emerson Lake And Palmer - Jerusalem ,0,0
"Amen brother, this is why some of the new grassroots ideas coming from the left trying to normalize pedophilia. They are testing the waters.",0,0
Is it time the Cowardly Police of Common Core faced OUR wrath?  https://gellerreport.com/2018/04/british-police-fear-muslim-rage.html/,1,0
TELL ME ABOUT YUKO WE THINK SHE WAS JOHN'S HANDLER FROM A SUPER RICH ILLUMINATING JAPANESE BANKING FAMILY.DO YOU CONCUR? SHE WENT TO SEE A SATANISTS FROM WHAT WE'VE DUG UP DAYS BEFORE JOHN DIED PAID EITHER 30k IN 1980 DOLLARS WHATEVER THAT IS NOW...,0,0
"Yes Eowyn! Their love story is my favorite. Wish they would have elaborated more on it in the movie, like it was in the book. Very romantic with some of the most beautiful quotes.",0,0
How to support America First Media https://youtu.be/X5G4joc1u2c via @YouTube,0,0
"Tulsi Gabbard is basically an out-and-out socialist and open-borders zealot. That's not crazy enough for modern D's, though. You have to also want war with Russia. And the poor girl just couldn't get her mind right on that issue.",0.5,1
Commies are getting ready to hit Btitain hard. Maybe with that EU Army? Maybe with the UN? When they start worrying about cutlery instead of the death cult of Satan makes no sense. Send those primitive child sodomites to Hell if they don't leave on their own.,0.5,1
Karibu to all the #KenyansOnGab. It's great to see you all here. #KOG,0,0
"A black actor plays a GOOD role model on TV for half a decade. No rap, no crap, plays a dedicated father, husband and doctor. Works hard. That doesn't sell, honesty and integrity don't make a black man famous these days. But he keeps his head up and takes some good, honest, hard work while in his 50s, workong at a grocery store. No welfare check. Work. Two lesbians see him, snap his picture withou...",0.5,1
Flake is no better than a prostitute. ,0,0
Mike Pence pretends to be conservative as he protects illegal aliens. http://www.breitbart.com/big-government/2018/01/05/report-vp-pence-invites-pro-amnesty-sen-flake-lobby-trump/,0,0
"Little hostile huh? I mean deport them? Sure yeah do that. Death Camos? That’s not American, that’s not the rule of law.  ",0.25,0
https://www.youtube.com/watch?v=kwWzcrsqoJQ&t=...  Liberals Attack Queer Eye Star for tweeting All Republicans are Not Racist,0.25,0
Israel's Air Force Is One of the Best in the World. The F-35 Could Make It Even Better. http://nationalinterest.org/blog/buzz/israels-air-force-one-best-world-f-35-could-make-it-even-better-24552,0,0
"""Deconstructs, criticizes, and debases every aspect of your history and culture""  ""Makes criticism of his history and culture illegal""",0,0
"It's a double helping of Pasta, Ritual style and guaranteed to be creepy! Served to you from the ghoulish duo, The Evil Outcast and April Jones, known together as Evil Misery Productions! The Hive is alive! Subscribe to the Hive! https://www.youtube.com/watch?v=EMuoP0mVKBQ&t=3s",0,0
"Doug Tennapel, supporter of free speech and freedom of expression is doing a new comic book! https://www.indiegogo.com/projects/doug-tennapel-s...",0,0
I think it's a matter of one more election before the Democratic party becomes a full blown Communist one.,0.25,0
"In Nichole5's first book, the soon to be released ""Friend and Ally,"" every time I set about dialog and character exposition, a battle broke out. ",0,0
Remember all those times the DailyStormer promoted Atomwaffen Division and even James Mason? ,0,0
It's a economic invasion. That's why people don't see it as a threat. Damage is done economically then you see or hear of it.   ,0,0
this is very misleading. that name was even taken from Michael Jackson's song,0,0
The polls are always 100% accurate.  That's why Felonia Von Pansuit lives in the whitehouse. Not,0,0
"Tell this fat ugly ape that if she is getting threatened at her job, it's her employer's responsibility to pay for her protection. And if they refuse, it just shows they don't care about her, just like the rest of us don't.",0.5,1
You're so right. And we forget NOTHING.,0,0
Obama and his entire administration should be in Prison!!,0.75,0
"""Ze boobs of yours... Zey need more perkiness.""",0.5,1
Wrong. http://loganswarning.com/2009/12/15/islam-101-lying-is-permissible/ Get some new talking points. You are just a dime a dozen liar for Allah.,0,0
I'd wager we don't disagree on much,0,0
Never Forget: CHRISTIANS Gave Us the Great Russian Empire and Culture - Popular Russian Priest (Top Russian Talk Show)  https://russia-insider.com/en/never-forget-christians-gave-us-great-russian-empire-and-culture-popular-russian-priest-top-russian,0,0
Telegram just rewrote its user agreement to hand over some data to governments. https://tsarizm.com/news/2018/08/29/telegram-is-no...,0,0
6 June 2018 - SGT REPORT IS BACK Fighting For Kids w/ Craig 'Sawman' Sawyer  -  https://youtu.be/utkVobEmb44,0,0
OUCH.,0,0
"Where's the pro, big spender? Lol",0,0
Who cares what John Dean says. The commies keep living in the past.,0.5,1
I was thinking that maybe legalizing it would enable people like incels to fulfill their own reasons  on women .there are many weirdos like them out there ... That's all nothing cuck about it...,0,0
#Canada meet #Recession https://vancouversun.com/business/energy/federal-c... #NAFTA #Trump #Trudeau (Retard) #SOS #Courts #Fail,0,0
"And there are stupid freaking people (President Trump haters to be exact) that will listen and not think anything of their two faced evil, hateful ways and continue to stand behind those liberal scumbags! UNBELIEVABLE!!!!!",0.75,0
there the voice of reason people . . are you convinced ?,0,0
U.S. accuses China of ‘super aggressive’ spy campaign on LinkedIn https://www.newswars.com/u-s-accuses-china-of-supe... #AgendaOfEvil,0.4,1
well its October so i officially have started my spooky spooks ritual......nothing but horror movies the entire month every free minute i have is spent watching horror movies til November 1st.   that is all carry on.,0,0
This website exists to promote the “Militia System” as a cultural heritage of the Constitution for the united States of  America. ,0,0
"Should The NYT be categorised by the SPLC as a homophobic hate group? should the creators of the cartoon be banned from Twitter and Facebook? whilst personally I respect their rights to free speech, should not the same standards be applied equally to people regardless of their political beliefs?  @a  https://www.nbcnews.com/feature/nbc-out/new-york-t......",0.25,0
"Actually a break from the SJW-ism, but a clear pointer to the left eating itself ",0,0
The left can't meme because their memes usually invoke Poe's Law.,0.5,1
Napa Sky Full Of Strange Clouds,0,0
Hey @Mr_Bond mind if I mirror Supa Nazi on my Pewtube? ,0,0
"Illegal aliens are an imminent threat to this country. They must be rounded up, interned, and deported NOW. All illegal crossings at the border must be stopped with GUNFIRE. #InternAndDeport",1,0
So true. These people spend their lives saying words written by other people. They are bots.,0,0
How to spot a scumbag: 1.  George Soros sings his praises. https://archive.fo/ov5J5,0.25,0
"Hey, thanks for the heads up!!  Trust me, we'll be prepared.  Joey Gibson, Patriot Prayer, and the Proud Boys have dealt with Portland before.  We know what to expect.  I appreciate the concern, and I'll keep you posted on how things go.  Many thanks!",0,0
Famous speech entitled Tribute to a Dog. Always brings a tear to my eye.  ,0.25,0
"Politico/Morning Consult Poll:  Trump thumbs ass at Dems!  Banks 65% of Republican voters for the GOP, who claim Manafort conviction/Cohen guilty plea won't effect their vote in the mids. #Trump #Gab #GabFam #SpeakFreely #Chat #GOP #Americans",0,0
Ukrainian President suggests that each EU country rebuild one city in the Donbas ,0,0
"Mitt Romney wins Senate primary, he'll be the next John McCain.  Nice work there Utah. http://www.foxnews.com/politics/2018/06/26/mitt-ro...",0,0
A must see site if you are interested in master keys: http://www.masterkeysystems.co.uk/ #locks_for_landlords #locksmith_services #CISA #master_keys #assa #adapta #locks_for_moh,0,0
Someone's buttplug has been dislodged! What is it with these communist snowflakes working at Buzzfeed? Why do facts and free speech give these losers so much butthurt?,0.75,0
"openly calling for violence and murder, I suggest you learn how to spell gun before you get one. ",0,0
We should vilify the evil Tories for everything they do - but we can still take a moment to applaud Theresa May for dancing in celebration of the African farm seizures.,0.25,0
I’m old enough to remember when Trump nation used to hijack Twitter’s trending list Those were the days 😂,0,0
If Donald #Trump doesn't remove the #Federal Reserve and #Wall Street from America then it's time to use the Second #Amendment on his #shabbos #goy administration and all the other shabbos in the democrats.  It's time to remove all this filth tied to the Talmudic devils.  The American Republic must be reborn and enter into the One Belt One Road project. #Brics,0,0
Congratulations! This is a fucking badge of honor!,0,0
Show of REPOSTS... who is voting for Trump 2020?  #gabfam #trump2020 #geotus #basedpresident,0,0
Lil Joey loves those muzzies. He has a goat costume he wears for them. 🤣,0.25,0
"If we do not face the facts about voting in Canada, trudeau will be placed in once again and in the second round, Soros and the rest will be able to, in the span of 8 years, complete the destruction of a 150 + year old Western country with a proud history. ... Get out to vote Conservative CANADA!!!!! We all must rid ourselves of this pimple on our ass!!",0,0
https://www.youtube.com/watch?v=ICuiwl0mXhQ  ,0,0
I don’t know what to be more amazed at: the agility of their tongues or their virtuosity at lying.,0,0
"Keep that ammo stocked up. Me too, I'm ready and able.",0.25,0
The 9th Circuit just ruled in favor of the Trump rally attendees who were attacked in San Jose. It is now a constitutional rights violation for police to funnel Trump supporters into crowds of protestors and then fail to protect them from said protestors. Important implications for our lawsuit against UC Berkeley and other incidents like Charlottesville.,0,0
Y'bneth AGGRESSIVE TANK BUILD | Y'bneth Build | Arena Of Valor,0,0
"@RobBee2018  welcome to #GabFam, Rob!! 🐸💚 #SpeakFreely!! ❤️#NoobLuv - pass it on!!  ;) 🇺🇸thank you for your sacrifice and service!! 🇺🇸",0,0
"How to #RedPill normies and #MAGA? Use good fiction that draws on and points to fact. #QAnon comic coming, by the guy who created Bane (Dark Knight Returns)! Bonus: movie producer interested.Project is a go already. See for yourselves.https://www.indiegogo.com/projects/alt-hero-q#/",0,0
'...all three rapes occurred after this guy was let out of prison after local authorities ignored his fugitive warrant issued by immigration officials back in 2012.' https://www.mrctv.org/blog/illegal-alien-who-beat-...,0,0
"Got to watch the dirty stinking commies, they always have 3 or more uses for their tactics. They work for far less than the middle class. They see them as the replacement population too.  Get rid of the White Christian people of the west, bingo no more PINA US Constitution and rule of law in the way of unlimited power. ",0.75,0
Tin Man. ,0.25,0
Yeah i dont see why people are still using twitter. ,0,0
"This dipshit is another Neo Con or ADL shill on Gab now to destroy it by 1000 cuts. They claim they want free speech but bitch about the free speech that is on here. Same way twitter started going down the road of censorship. Starts off innocent enough, Hey have to get those Nazi's off here. Clean it up for the normal decent folk. Then the slippery slope begins.",0.25,0
get opera  speed dial and capture vpn https://www.opera.com/download,0,0
"Feds: 1-in-5 Illegal Aliens Crossing with Toddlers Are Criminals, a Danger http://bit.ly/2LfrYUY #RedNationRising #MAGA #KAG #BuildtheWall",0,0
YOU SUCK DICK DURBIN!!! You decide where to place the comma.,0.25,0
"If you're considering seeking the help of a Life Coach in the Southwest Florida area, Darlene - http://www.darlenecolemancoaching.com #sarasota_fl_life_coaching #sarasota_life_coach #life_coach_sarasota #sw_florida_life_coaching #life_coaching_sarasota #sarasota_life_coaching",0,0
Slice a Lemon and Place it Next to Your Bed Before You Sleep at Night to Gain These Great Benefits ,0,0
KESSLER and THAT STUPID UNITE THE RIGHT RALLY ARE ALL FUCKING dumb fucking fuck head who are braindead retarded faggots. Hows this help anything bunch of dumbfucks seriously.,1,0
"I only have one serious objection to President Trump, and that's his repeated referral to the Mueller investigation as a 'witch-hunt.' Seriously, it can't be called a witch-hunt if the witch is known, still free, and unindicted.  The free citizens of America deserve to see Hillary in orange and eating off a tin plate.",0,0
Some notes on the coup.  https://blog.jim.com/war/the-reichstag-is-on-fire/,0,0
"In response to the allegation, Mr Blackman deleted the post and said he regretted “any upset” caused.  ",0.25,0
To the human Catholic clergy You damn fools to allow this to happen Homosexuals The smoke of Satan Misanthrope,0.5,1
"'Unhinged, Insane, and Out of Touch | Maxine Waters and Nancy Pelosi's Democratic Party ' https://www.youtube.com/watch?v=SaoHJOe-aQg",0.75,0
New podcast by @MatthewWHeimbach and TWP  https://therightstuff.biz/2018/01/02/action-episode-1/  Also check out Weev's Race Ghost  http://weev.net/,0,0
Boom! 17 of MS-13’s Leadership Taken Down in Massive Crackdown by DEA http://thegoldwater.com/news/15941-Boom-17-of-MS-13-s-Leadership-Taken-Down-in-Massive-Crackdown-by-DEA,0,0
"Russia, India, China, Japan, Brazil, Turkey and Iran are preparing a strike against the Dollar!!!! That's like 70% of the worlds population!! ",0,0
"Idk that's probably the most realistic one we can get done.  I'm not a fan of the fact you cannot declare bankruptcy, seems very odd.",0,0
Minnesota: A Republican Caucus Convention at a Notorious Mosque https://iotwreport.com/minnesota-a-republican-caucus-convention-at-a-notorious-mosque/  Wrong. Wrong. Wrong. You cannot hold a serious meeting in the enemy's stronghold.,0.5,1
"SOMETHING MUCH BIGER THAN URANIUM ONE!! ""PROJECT PELICAN"" - This is HUGE https://youtu.be/txdMK1pnaaY via @YouTube  ",0,0
Saw some Amish people selling furniture today. I just wanted to get to know them though.,0,0
"OK !! TO REPUBLICANS....THIS IS THE ULTIMATE TEST FOR YOU BECAUSE IF YOU LOOSE THIS TIME , 2018 MIDDLE TERM ELECTION YOU REPUBLICANS CAN SAY GOOD BYE SUPPORT FROM US ""WE THE PEOPLE"" ,YOU WILL NEVER SEE OUR ASS VOTING FOR YOU, EVER , YOU WILL BE HISTORY and WILL DIE IN DISGRACE...AMEN.",0,0
"End the animal cruelty laws exemptions given to UK halal & shechita abattoirs Meat killed by religious slaughter is not prepared in Parliament, so MPs know that they are not eating it, unless they specifically request it.So why is it forced on the rest of us? Sign & keep reposting, or it shows we don't care  https://petition.parliament.uk/petitions/218343",0.25,0
The only Political Muscle this asshole is FLEXING is his WIFE'S PENIS.......,0.25,0
"""Maya Angelou then went on to play the only black role in the original Star Trek series.""",0,0
& that is the Reptile Ape Valerie Jarrett on the left in green.  Dear God these people are right out of HELL.  Arrest them all.,0.25,0
@ironwand‍  Guardian journalist  Daniel José Camacho spews anti-white hatred after Super  Bowl. (Guardianista nonwhite journalists openly now show their anti-white racism ),0.5,1
Cody Wilson and Defense Distributed sue NJ and LA. Case might end up at SCOTUS eventually to affirm the settlement already reached with the federal government. https://reason.com/blog/2018/07/29/defense-distrib...,0,0
"...nice, or just keep it unloaded (and say your forgot you unloaded it this morning).",0,0
SIGN PETITION! Protect Free Speech in the Digital Public Square  https://petitions.whitehouse.gov/petition/protect-...,0,0
NPR debunking fake news propaganda?shocker! https://www.breitbart.com/big-government/2018/08/2...,0,0
"I think this picture represents #Leftists, #SJW, #UniversityStudents, #Liberals, #Feminsts, #BLM, #TheResistance, etc.. rather well.. don't you? ^_^",0.25,0
"It has begun, the Left is moving for a coup before the midterms. Their plan is to remove Trump and crack down on any reaction from the Right, with foreign intervention if need be. I don't need to tell you where it leads you let that happen, America.",0,0
"Silicon Valley is intolerant, and they are the aggressors in our culture war.",0.25,0
The company should have given him a promotion for preventing further criminal activity by white.,0.25,0
@DougStickSmith ,0,0
Good ideas!! Contact me if you find where we can start an area to try and put forth ideas to improve the right platforms so we are better than the lefts!!,0,0
Clearly made sure to take all the important stuff.,0,0
"leads to violence? no, severely mentally ill people, who believe their not the gender they were born with, who are doxxing innocent business owners. hopefully this fucking freak becomes a statistic. their offing themselves rate is somewhere around 50% , luckily",0.25,0
"Civil War EU bishops reaffirm support, faithfulness, and trust in Pope Francis: http://www.comece.eu/comece-condemns-attempts-to-d... Hmm...I wonder why they’d support a man who chooses to hide things and obfuscate with silence...? Just kidding. I know why:",0,0
"Where there is #coffee, there is wakefulness. #gab #worldcup #music #bacon",0,0
"I don't want to hear any ""you must condemn your race"" hogwash. I will discuss the victimization of other groups as soon as they are willing to address my long list of grievances, and openly discuss racial issues, minus the liberal tabboos and Whitebashing.",0.25,0
The Last President Written in 1896: From the Whitehouse archive ,0,0
How is that jail in Cuba running for two decades and it's cool?  Get those lawyers on Trump's side. ,0,0
Social Media Censorship Is Out of Control https://www.afa.net/the-stand/culture/2018/08/soci...,0,0
"who is ona? never heard of them. i cant imagine any healthy nazi movement being infiltrated by drug addicted sodomites who cut themselves, sacrifice animals and suck dick. any group infiltrated by that has to reevaluate wtf they are doing in life. i mean, im not the purity spiraling type but damn lol",0.25,0
(((Toobin))) owned in three tweets.   One of the sweetest ownings of the day.  ,0.25,0
Stupid bitch thinks hogg is a person.,0,0
Here's one of my projects right now. Remington 700 30-06 With magpul stock and detachable magazine. Nikon prostaff 3.5-14x40 FFP scope. Next is a timmney trigger and then possibly a carbon fiber barrel.,0,0
Gavin McInnes and @RealAlexJones  are both awesome here! #freeAlexJones #FreeInfoWars  'Infowars Official App Has Become The Left’s Worst Nightmare' by @RealAlexJones https://gab.ai/tv/watch/25218,0,0
"And yes, he's ticked me off a few times, but unless Me runs for president and wins (lol forever) I'm GOING to disagree with some of his decisions, due to his unfortunate handicap of NOT BEING ME.  For now, he's making my enemies mad and allies semihappy. AKA more than ANY politician has done for me in my life!  8/10 would ABSOLUTELY vote for again.  #PresidentTrump",0.125,0
"MUST TAKE TIME TO VIEW THIS !! EPIC! Katie Hopkins gives an OUTSTANDING speech, "" Don't Become Like The UK"" ""gets a standing ovation ",0,0
A veteran's life hangs in the balance - please pray for him  https://twitter.com/codeofvets/status/102691531815...,0,0
"Be a non-Muslim and Tweet respectfully about the abhorrent shit that Islam actually teaches, and Twitter will suspend you for 'creating fear against a protected group'. Yet be a Pakistani Muslim and call for cartoonists to be hanged, and nothing happens - you even get to keep your blue check mark. @VerifiedHate",0.25,0
"What is it that you have against your own race. Everything, everything that you see each day is a reflection of white western culture. And each day ignorant colored peoples and their white enablers like you are tearing it down.",0.25,0
Hidden Gem. Bill Ward (from Black Sabbath) song with Ozzy Osbourne on vocals. #musichttps://www.youtube.com/watch?v=Bq86qqb156U,0,0
I got a chuckle out of this. This guy is a Democratic member of Congress from #Arizona. He's warning people who enforce immigration laws 'you will not be safe' when Democrats get back in power. Heh.,0.25,0
"Flood Water Damage Restoration Florence SC - If you need Water Damage Restoration in Florence,: https://www.youtube.com/watch?v=uhqFUM9j4PA",0,0
Pentagon and CIA benefiting from war on #Afghanistan. Military-Industrial-Complex too. Yanks paying for it with taxes. Trump clueless. #News #Geopolitics #Russia #Iran #Drugs #Taliban https://www.zerohedge.com/news/2018-08-27/why-us-i...,0,0
"“In fact, the most profitable networks of the future will most likely be pioneers of Internet freedom,” the company concluded. https://www.breitbart.com/tech/2018/08/30/alternat...",0,0
"The last paragraph of this Delingpole article states; 'Of course we know that the way liberals think is stupid and wrong. But surely we’re not so harsh as to believe that the punishment for their mental illness should be death?' That is debatable. In a longer article about this event, it comes out that this couple were menaced repeatedly, and almost robbed in that region of the world. So, they k...",1,0
Thomas Wictor continues to hit the nail on the head.  Allowing unfettered immigration is not an act of love it is an act of hate.,0,0
"You cannot legislate the poor into #freedom by legislating the wealthy out of freedom. What 1 person receives without working, another must work without receiving. You cannot multiply wealth by dividing it. Dr Adrian Rogers -1931 #wakeupamerica",0,0
Sean Hannity just said Senator Ted 'Chappaquiddick' Kennedy on national tv. 🤣🤣🤣,0,0
STAR SPANGLED BANNER on the 3- STRING SHOVEL GUITAR! | Justin Johnson https://www.youtube.com/watch?v=BaLEaPudJr0,0,0
The inevitable decline of our US fighting force once they embraced PC culture. https://voxday.blogspot.com/2018/08/and-so-it-begi...,0,0
Bill Maher is a dick... goes without saying. But he also has poor judgement. The Euro bankers are trying desperately to stop Deutsche Bank from failing on Trump's watch. Why? Because that will bring about the crash that fucks like Maher want. BUT... Trump will stop them from implementing their NWO shit.,0.25,0
The Pizzagate Debate w/ Random Rants of Ryan https://youtu.be/NWA9A0ovD8k via @YouTube,0,0
"Now that Infowars has been hit by the Silicon Valley Death Star, I am amazed Twitter didn’t join in. But they are the same liberal far left trash and probably wanted to join the other kids kicking a dog when it’s down. Scum.",0.5,1
"Google image : "" mélissa theuriau jamel debbouze "" ",0.5,1
Because the Police Comissioner and the Mayor are the same person... and he publicly supports and is believed to have marched with Antifa. ,0,0
There are enough black millionaires in South Africa. So why the unrest? I think its the local commies.  @alternative_right @anv @seamrog @arquatrix @KMGVictoria @TomKawszynski  https://businesstech.co.za/news/wealth/121059/blac...,0.6,1
I'm pro choice too. But that post was hilarious.,0,0
And right now hit up the fact the left is insane with their attacks on free speech & desire for censorship. Best way to get smart people on the fence to listen. Be a voice of reason. Not just another mob pointing fingers at anyone & everyone that isn't 100% with you.,0.25,0
Good analysis of Syrian developments ,0,0
Everything that we must fight in order to preserve the West in one image. #cuckoldry #fat #feminism,0.5,1
"Eunice is SPOT ON! Obama I the President that BOWED to the emperor of Japan, the Kings of Jordan, and Saudi Arabia! This is the same president that DENIGRATED this country every chance he got!",0,0
"JEWS Israeli based CM targeted Allsup, Fuentes & Identity Evropa among many others: Their Zionist website is run by South African born Israeli Warren Lapidus: http://forward.com/news/national/320473/who-is-beh... … …",0.25,0
"If you want to see a protest, then go to a Commie Antifa rally!!!!!!  If you want to see *FOOTBALL*, then attend a #NFL game (or watch one on television)!  I'll tell you one thing right here & right now -- no able-bodied person should fail to stand at proper & respectful attention when our country's flag is displayed while our National Anthem is being performed!!!!",0,0
maybe a library instead of social media.,0,0
Trump: I have the right to pardon myself http://thehill.com/homenews/administration/390516-trump-i-have-the-right-to-pardon-myself,0,0
PISSED OFF SOUTH AFRICAN.!!!! ,0.25,0
"So, a local representative for the Sweden Democrats said that Swedes are white, and now she's getting expelled from the party. In the Sweden Democrats, who some people naively believe are a nationalist party, you can have a lot of different opinions on taxes, abortions and LGBTQ-stuff, as long as those opinions are more left leaning than the official party line. But don't you dare say that Swedes...",0.5,1
Now just who controls the IMF? https://www.amren.com/news/2018/08/imf-backs-south...,0,0
People are such fucking slobs. Anyone who wears flip-flops to the airport ought to be subject to execution.,0.5,1
Those who feel we aren't in a civil war best view this.,0,0
"Happy Saturday ,  Grand Trump ! Doug was right. ",0,0
"People who say 'nobody's born a racist, you have to be taught' are also the ones who tell their children to be gay degenerates and killing white people is right.",0.5,1
"Headline: Republicans Resist Plan To Rename Senate Building For McCain  I don't know, 'Crapweasel Senate Building' kind of has a ring to it.",0.5,1
Choose Wisely,0,0
How did I miss this masterpiece?!?!?!?! ,0,0
"Hey, #GabFam - show some #GabWriters the love and score yourself some cool schwag in the process! https://www.kickstarter.com/projects/silverempire/...",0,0
Oh that's good news 😀,0,0
No he clearly won the debate over you and almost everyone except you and a few of your fans are in agreement.  ,0,0
"Joe Walsh's tweet is a textbook example of the intellectual dishonesty and Win-At-Any-Costs mentality of the Leftists (including #TheResistance and #NeverTrump). In their eyes, the President simply cannot be allowed to make a point without it being twisted and manipulated and outright lied about to slander him (and by extension, his supporters).",0.25,0
"The older I get, the more pleasure it gives me to see young people marry well, have healthy families & be happy.",0.25,0
"Everyone accuses the US of being 'Imperialistic'. Nonsense. China wants to rule the world. Vlad Putin wants to rule the world. Great Britain wanted to rule the world. France wanted to rule the world. Germany, the Soviet Union, Spain, even Islam, wanted to rule the world. The United States doesn't even want to rule Canada!",0.25,0
I'm going to have to try this one. ^_^,0,0
The only reason Barry Soetero can say that his administration had 'no scandals that embarrass us' is because he and his administration are incapable of feeling shame.  These sociopaths aren't ashamed of them; they're proud of those scandals.,0,0
Democrats are down to begging Kavanaugh to suspend nomination and invoking John McCain as if either matter.  Pathetic,0.25,0
I think they used to call it a double standard/,0,0
Complaints that Zuckerberg 'avoided questions' at European parliament,0,0
Don’t get me started on McCarthy. I have every FBI investigation note available under the FOI process about that heroic American. 99% of Americans have no clue about their nation’s fall during the 20th century. The “Swamp” completely fills DC and most of the Northeast. Trump is fighting waste deep in that cesspool and only God can protect him. This is truly a last ditch effort to save our nation.,0,0
"But it's not a heat source, just for burning paper waste, yard waste.  I swear",0,0
"Despite it being so popular, Slumdog Millionaire is actually a pretty decent flick.",0,0
"Grimpoteuthis is a genus of pelagic umbrella octopuses known as the dumbo octopuses. The name ""dumbo"" originates from their resemblance to the title character of Disney's 1941 film Dumbo, having a prominent ear-like fin which extends from the mantle above each eye. They are so cute, they will cover their head with their tentacles to hide.",0,0
"Always happens when you beat a leftist, always.",0.25,0
The Coudenhove-Kalergi Plan – The Genocide of the Peoples of Europe ,0.5,1
Two idiot Canadian robbers try to elude the police. ,0,0
2. Mike Pence is much closer to far right than Trump. So Pene gets  2 years plus a possible supreme court pick. He would be a bigger nightmare for Democrats than Trump.,0,0
"Andrew Branca, law of self-defense expert, comments on the Dunn case from Lakeland, FL.  Worth the read. ",0,0
"RT @dcexaminer: Roger Stone, Michael Caputo say they were targets of US setup involving Russian national https://kek.gg/u/ynWc https://kek.gg/u/36RKC",0,0
http://floridafamily.org/issues.php Take Action Against Islam and Leftists,0,0
"The fundamental problem with the Nation of Islam is their 'white man is the devil' theology AND their culti-ness. Aside from that, their self help ideas are spot on.  Black people should have chosen the self-help path rather than Civil Rights ideology which was inherently Marxist.",0.25,0
"Syria False Flag, Pee Tape, Sex Ed Sit Out & Astral Attachments ",0,0
Throw every one of the traitor son of a bitches off the bench and hang them RFN!!!!!!!!!!!!!!!! ,0.5,1
"That is only one part of the war. You have to look at the talmund, torra, bible, the Qur-aan and Hadith to see how the 3 so called main religions interact as one plan.",0,0
Whatever happened to gab's case against google? Why can gab be pushed around by #Microsoft for absolutely legal content? @a @e @u,0,0
He doesnt forget. ,0,0
"This is Antifa, folks.  Filthy, degenerate communist subhumans.  Every single one.",0.5,1
"U.S. Labor Department: U.S. economy added 103,000 jobs in March. Unemployment rate stays at 4.1 percent. https://www.foxbusiness.com/markets/us-march-jobs-gains-103k-missing-expectations",0,0
"I have had an idea.   Instead lorry companies getting fined tens of thousands of pounds per migrant find coming over the English Channel, hows about we fine french authorities for allowing migrant hot spots to grow where lorry embankment is carried out and the Belgian government for allowing illegal movement of people through their country.",0.25,0
Granddad was a Belleau Wood Marine.....WW1 ,0,0
I see it....more like......dragging vampires out into the sunshine......,0,0
"So Gab is great (I know, I know, I'm not a frequent user of it) and I'm glad I joined. What is a comparable alternative to FB? I haven't read Alex Jones' InfoWars much, but I will be damned if I'll let some one-sided geek tell me I can't. I'm old enough (by a LOT) to decide for myself! Their 'rules' are the worst examples of hypocrisy on the webs.",0,0
After that then it's easy to take care of the animals any way you see fit.,0,0
"I call bullshit. #GabFrancais 'French newspaper Le Parisien and BFM TV said the young comedian alleged that Depardieu assaulted her on August 7 and August 13 at his Parisian home.' So she willing went to his home, TWO TIMES, and claims she was assaulted... http://time.com/5383705/gerard-depardieu-accused-r...",0.2,0
"Also, pretty sure that's a dude.",0,0
"He lives in the Selma March over and over. Worst case of racism I ever saw,and pay your fucking taxes",0.5,1
guys...GUYS!!!! Allen Weiesselberg was GRANTED IMMUNITY in the Michael Cohen case! THE SHIT IS GOING TO HIT THE FAN NOW!!! DRUMPF will finally be impeached!!!  These losers actually believe this shit. They haven't found SHIT in TWO YEARS...but *NOW* they're finally going to bring Trump down!!! /wank,0.25,0
"Any excuse? You mean you're a racist :) Sorry, you lie badly https://web.archive.org/web/20180830165242/https:/...",0,0
"For me I wanted to red pill normies via the medium of a thriller novel. Create an awareness of what is going on, hidden in plain sight. Time will tell if I have succeeded. If you are a #GabWriter what prompts you to toil at the keyboard? If you are a reader, what do you look for in a novel?  https://algwriter.wordpress.com/2018/08/23/so-why-...",0,0
What fat boy can't paddle the boat so he has to hire and black over weight ( probably gay) woman to do it for him... Just being PC correct I suppose.,0.25,0
"I am still chuckling. Hollyweird celebrities, who have been spoon fed their lines for their entire lives, now THINK they can influence me with their rhetoric. If science wants to study unused brains, head down to the casting studios in Hollyweird. I am beginning to think, iZombies is a reality show.",0,0
but that will cause a huge crackdown and we will all be screwed. o wait norway is actually better off than the people who didnt fight back,0,0
"Will ((they)) after (potentially) setting the stage with ""devices"" sent 2 the Dems/CNN, now ""False Flag"" the caravan for political optics? To create carnage & blood of innocents live on CNN, to blame on opposition prior to mid terms? Do you REALLY think ((they're)) above doing such things?",0,0
"I will look her up, I'm not American so don't know much about your politicians. I think they are very similar to ours. I read about Kayne story and he has my total respect. I hope he doesn't fold.",0.25,0
